distance,mass,airframe,operator,time_slot,wind,route,altitude,landing_zone,on_time
12.07,4.35,NanoFly,Cautious,Morning,W_1.2_2.8,"[-1, -1, 1, 0, -1]","[17, 24, 13, 21, 13, 16, 24, 20, 21]",LZ3,1
19.91,4.67,AeroX,Fast,Afternoon,E_5.6_0.5,"[1, 1, -1, 1, 0, -1, 0]","[11, 19, 16, 18, 15, 24, 22]",LZ1,1
17.26,0.91,NanoFly,Cautious,Evening,N_3.7_4.1,"[0, -1, 1, -1, -1, 0, 0]","[24, 22, 16, 22, 11]",LZ3,1
10.91,1.01,SkyLift,Cautious,Afternoon,S_3.7_1.6,"[1, -1, 0, -1, 0]","[12, 20, 23, 14, 17]",LZ2,1
2.21,0.65,NanoFly,Cautious,Afternoon,N_0.4_4.5,"[-1, 0, -1, 0, 1, 1, 1, 1]","[11, 23, 18, 20, 22, 18, 23]",LZ4,1
16.8,0.97,SkyLift,Balanced,Evening,N_1.4_4.9,"[-1, 0, -1, -1, 0]","[12, 17, 15, 13, 10, 22, 18]",LZ3,1
12.38,1.44,NanoFly,Cautious,Morning,E_7.1_0.7,"[1, 1, -1, -1, 0]","[23, 17, 22, 22, 19, 23, 20, 24, 17]",LZ2,1
3.18,4.87,FalconX,Fast,Morning,W_2.9_0.4,"[1, 0, 0, 0, -1, -1, -1, 0, 0]","[20, 11, 12, 23, 13, 11, 11]",LZ4,1
2.78,3.51,SkyLift,Balanced,Afternoon,N_4.4_4.5,"[-1, -1, 1, 1, -1, -1, -1]","[24, 13, 22, 14, 12, 10, 20]",LZ2,1
18.28,4.0,NanoFly,Fast,Evening,E_7.6_4.5,"[1, -1, -1, 1, 1, -1, -1, 0, -1]","[20, 23, 14, 17, 16, 20, 21]",LZ3,0
13.71,3.99,AeroX,Cautious,Afternoon,W_4.4_2.9,"[-1, 1, -1, -1, 0, -1, -1, 1]","[24, 23, 12, 16, 10]",LZ3,1
16.76,2.91,SkyLift,Cautious,Afternoon,N_2.3_4.4,"[-1, 0, -1, -1, 1, -1]","[10, 22, 16, 17, 14, 22]",LZ2,1
17.7,4.09,SkyLift,Cautious,Evening,E_5.5_4.7,"[-1, 0, 1, 0, 0, -1]","[17, 23, 20, 20, 21]",LZ1,1
11.86,3.18,NanoFly,Balanced,Evening,N_8.0_2.8,"[0, 1, 1, 1, 1, 0, 0]","[17, 14, 23, 12, 19, 17, 17]",LZ3,1
10.83,1.92,FalconX,Cautious,Morning,S_6.0_3.4,"[1, -1, 1, 1, 1]","[24, 21, 19, 11, 16, 22]",LZ4,1
9.18,3.02,FalconX,Fast,Afternoon,W_4.2_3.1,"[1, 1, -1, 1, -1, 0]","[21, 16, 10, 18, 13, 18, 20, 15]",LZ2,1
7.02,2.9,NanoFly,Balanced,Evening,W_1.3_0.9,"[1, 1, -1, -1, 0, 1]","[24, 15, 19, 17, 17, 20, 14]",LZ3,1
9.26,4.21,NanoFly,Fast,Evening,N_2.5_2.2,"[-1, 0, 0, 1, -1, 0, -1, 0, 1]","[22, 14, 16, 13, 19]",LZ2,1
15.7,4.92,AeroX,Fast,Evening,E_9.5_3.4,"[0, -1, 0, -1, 1, 1]","[17, 17, 22, 19, 17, 17]",LZ2,0
12.44,2.35,NanoFly,Fast,Evening,E_7.7_3.1,"[-1, -1, 0, 1, -1, -1, -1]","[22, 10, 19, 24, 10, 17, 12]",LZ3,0
17.96,3.94,SkyLift,Fast,Afternoon,S_0.9_1.1,"[-1, 1, 0, 0, -1, 1, 1, -1, 1]","[24, 24, 13, 20, 20, 15]",LZ2,1
9.42,0.95,NanoFly,Fast,Afternoon,S_0.1_4.5,"[-1, 0, 0, 1, 1, 0, 1, 0, 1]","[16, 10, 10, 23, 17, 16, 12, 20]",LZ1,1
12.53,4.0,AeroX,Cautious,Afternoon,E_1.8_3.9,"[-1, 0, 0, 0, 1]","[17, 19, 12, 11, 21, 11]",LZ2,1
12.99,2.17,NanoFly,Fast,Evening,W_9.4_0.3,"[-1, 0, 1, 0, -1, -1, -1, -1, 0]","[24, 10, 15, 18, 13, 18, 10]",LZ3,1
12.24,0.68,NanoFly,Fast,Morning,S_5.8_1.7,"[0, 0, 1, -1, 0, 0, -1, 0]","[20, 17, 20, 20, 17, 20, 15]",LZ2,1
14.35,2.13,SkyLift,Cautious,Evening,N_8.4_5.0,"[-1, 0, 1, 0, -1, -1, -1]","[15, 21, 12, 11, 14, 15]",LZ1,0
5.51,3.25,FalconX,Balanced,Afternoon,N_4.7_1.9,"[-1, -1, 1, 1, -1, 1, 1]","[17, 16, 21, 13, 23, 21, 24]",LZ3,1
10.73,1.04,NanoFly,Cautious,Afternoon,W_8.3_3.3,"[0, -1, 0, -1, 1, 0]","[23, 10, 17, 23, 24, 10, 14]",LZ3,1
2.98,4.66,AeroX,Balanced,Afternoon,W_0.3_0.5,"[1, 0, 0, 0, 1, 0, 0, 0]","[22, 20, 16, 11, 14, 23, 17, 14, 19]",LZ1,1
8.31,0.85,NanoFly,Fast,Morning,S_4.3_1.6,"[-1, 0, 0, 0, -1, -1, 1]","[14, 19, 17, 16, 13, 17, 12, 20, 19]",LZ1,1
10.27,4.69,NanoFly,Cautious,Morning,N_3.8_4.4,"[0, -1, 1, -1, 0, -1, -1, -1]","[13, 11, 10, 24, 24, 22, 18, 13, 21]",LZ3,1
13.39,3.68,SkyLift,Balanced,Afternoon,W_9.8_2.6,"[0, 1, 0, 0, 0]","[16, 22, 10, 19, 14]",LZ2,1
19.06,1.98,FalconX,Balanced,Evening,N_3.0_4.1,"[0, -1, 1, 0, 0, 1]","[15, 17, 10, 12, 10, 23, 18]",LZ1,1
12.41,2.26,FalconX,Cautious,Afternoon,S_4.2_0.0,"[-1, 1, -1, 1, -1, 1]","[12, 11, 16, 23, 21, 11, 20, 21, 12]",LZ3,1
15.13,3.83,FalconX,Cautious,Afternoon,W_7.6_3.3,"[-1, 0, 1, 1, 1, -1, -1, 1, 0]","[17, 16, 24, 16, 12, 17, 23, 17]",LZ2,0
10.62,3.21,NanoFly,Cautious,Morning,E_8.8_1.5,"[1, 0, 1, -1, 0, 0, -1]","[21, 20, 13, 12, 12, 12, 14]",LZ4,1
13.05,3.52,SkyLift,Cautious,Morning,N_8.8_4.3,"[0, 0, 0, 1, -1, -1, -1, 0]","[21, 24, 18, 10, 22, 10, 24, 14, 11]",LZ4,1
2.35,2.25,SkyLift,Cautious,Morning,W_3.9_4.7,"[1, -1, -1, 0, 0, 0]","[21, 15, 22, 12, 22, 20, 24, 13]",LZ4,1
5.83,2.7,NanoFly,Fast,Morning,S_9.5_3.4,"[-1, 0, -1, 1, 1, 0]","[13, 15, 20, 14, 19, 24, 21, 24, 24]",LZ3,1
7.88,4.95,SkyLift,Fast,Afternoon,E_6.5_0.7,"[-1, 1, 0, 0, 1, 0, 1, 1, -1]","[13, 14, 14, 20, 19, 11]",LZ3,1
9.98,1.46,FalconX,Cautious,Evening,W_8.5_2.3,"[0, -1, -1, 0, 0, 0, 0]","[16, 12, 14, 18, 11]",LZ1,1
1.87,2.38,SkyLift,Cautious,Afternoon,N_9.3_2.3,"[-1, -1, -1, 0, 1]","[22, 16, 16, 13, 16, 23, 15, 20, 18]",LZ4,1
3.66,1.81,NanoFly,Fast,Afternoon,N_2.3_4.2,"[0, 0, -1, 1, -1, 1, -1]","[19, 13, 15, 21, 13, 18, 20]",LZ3,1
6.26,3.94,NanoFly,Balanced,Evening,S_5.0_2.3,"[-1, 0, -1, 1, -1]","[21, 10, 11, 24, 24, 22]",LZ4,1
19.46,3.94,AeroX,Fast,Afternoon,N_5.9_1.7,"[0, 1, 0, -1, 1]","[15, 21, 15, 10, 16, 11, 16, 23, 20]",LZ1,1
7.3,1.82,AeroX,Cautious,Evening,E_8.0_3.1,"[-1, 1, 0, 0, 0]","[19, 14, 13, 20, 18, 18, 15]",LZ4,1
10.16,0.87,SkyLift,Balanced,Morning,S_4.0_3.2,"[1, 1, 0, 0, -1, 1, 0, -1, -1]","[10, 19, 11, 11, 19]",LZ4,1
4.73,0.55,SkyLift,Cautious,Morning,S_2.1_4.0,"[-1, -1, -1, 0, 1, 0]","[21, 12, 21, 10, 15, 17, 24]",LZ3,1
12.6,2.42,NanoFly,Balanced,Morning,W_7.4_4.5,"[1, -1, -1, 1, 0]","[24, 20, 22, 15, 13, 18, 19]",LZ4,1
6.33,2.35,AeroX,Cautious,Evening,S_5.9_4.4,"[0, 0, 1, 0, 1, 0, 1, -1]","[15, 17, 13, 20, 18]",LZ2,1
4.93,4.95,AeroX,Fast,Afternoon,W_9.0_3.1,"[1, -1, 1, 1, 0, 1, 1]","[11, 22, 24, 18, 12]",LZ3,1
10.81,2.61,FalconX,Cautious,Morning,S_6.6_2.6,"[-1, -1, 1, -1, 0, 1]","[23, 16, 22, 11, 16, 13]",LZ4,1
1.1,1.65,FalconX,Fast,Morning,W_0.2_4.0,"[1, -1, -1, -1, -1, -1, 0]","[16, 21, 11, 16, 13]",LZ4,1
1.15,4.51,NanoFly,Balanced,Afternoon,W_9.7_1.5,"[-1, 0, -1, 1, 0, 1]","[24, 17, 22, 19, 21]",LZ2,1
5.16,2.71,NanoFly,Fast,Morning,W_5.9_3.8,"[0, 0, 1, -1, 0, -1, 0, 0, 0]","[24, 24, 13, 22, 11, 19, 17, 24]",LZ3,1
1.7,3.2,NanoFly,Balanced,Morning,E_6.0_2.5,"[-1, -1, 1, -1, 0]","[19, 15, 15, 19, 17, 14, 16, 22]",LZ4,1
3.05,0.93,NanoFly,Cautious,Evening,W_9.1_0.6,"[1, 0, 1, -1, 1, 0]","[14, 14, 11, 18, 22]",LZ4,1
7.44,2.22,AeroX,Fast,Afternoon,E_6.6_3.8,"[1, -1, 0, 0, 0]","[13, 23, 11, 21, 14, 19, 16, 18]",LZ3,1
16.25,4.75,NanoFly,Balanced,Evening,W_4.8_3.2,"[0, 0, -1, -1, -1, -1, 1, 0]","[15, 18, 24, 20, 12, 16, 19, 11, 18]",LZ2,0
11.87,3.15,NanoFly,Balanced,Morning,W_1.1_0.4,"[0, -1, 1, 0, 0, 1, 1]","[18, 24, 21, 24, 15, 17, 14, 23, 10]",LZ3,1
10.74,2.05,AeroX,Balanced,Morning,E_9.6_2.3,"[0, 0, -1, 1, 0, -1, 0, 0, 1]","[21, 14, 15, 22, 14, 20]",LZ2,1
6.58,3.32,FalconX,Balanced,Afternoon,E_0.8_2.4,"[0, 0, -1, 1, -1, 0]","[10, 13, 24, 22, 23]",LZ2,1
18.7,4.6,NanoFly,Cautious,Morning,E_1.7_3.3,"[-1, -1, 1, 1, -1, 1, 0]","[16, 18, 13, 14, 24, 14, 19]",LZ2,0
8.54,1.73,FalconX,Cautious,Evening,E_8.2_3.4,"[1, 1, 1, 0, -1]","[21, 23, 21, 13, 21, 16, 10, 13, 14]",LZ1,1
2.65,2.77,AeroX,Cautious,Evening,W_4.9_1.0,"[0, 1, -1, 1, -1, 1, 0, 0]","[12, 22, 11, 13, 16, 24, 11]",LZ2,1
12.72,4.81,FalconX,Balanced,Afternoon,W_1.8_0.2,"[0, -1, 1, 0, 1]","[21, 10, 19, 20, 11]",LZ1,1
3.16,1.28,AeroX,Cautious,Afternoon,S_2.9_4.0,"[1, 0, 0, 1, 0, -1]","[17, 12, 20, 17, 13, 20, 14, 12]",LZ2,1
7.56,3.74,NanoFly,Balanced,Morning,S_9.9_4.9,"[-1, 1, -1, -1, -1]","[15, 12, 18, 15, 10, 19, 12, 17]",LZ2,1
10.64,3.27,FalconX,Balanced,Afternoon,W_5.8_4.7,"[-1, -1, 1, 1, -1, -1, -1, -1]","[20, 17, 19, 15, 20, 13]",LZ3,1
17.61,3.56,NanoFly,Balanced,Afternoon,S_4.0_2.5,"[1, -1, -1, 1, -1, -1, -1]","[11, 22, 12, 11, 19, 24, 22, 13, 14]",LZ2,0
10.38,2.08,SkyLift,Fast,Morning,E_8.8_2.6,"[0, -1, -1, 1, -1, -1, -1, 0]","[21, 14, 10, 18, 10, 20, 20]",LZ4,1
14.34,1.91,SkyLift,Cautious,Morning,S_4.8_4.7,"[1, -1, -1, 1, 0, 0, 0, 0]","[11, 13, 14, 15, 18, 12, 24, 18, 12]",LZ1,0
19.86,3.58,FalconX,Cautious,Evening,E_3.1_2.7,"[-1, -1, 0, -1, 1]","[15, 14, 22, 16, 12, 18]",LZ1,0
3.5,1.47,AeroX,Fast,Evening,W_1.6_1.4,"[0, -1, -1, 0, 1, 0, 1]","[10, 12, 22, 21, 23, 22, 14, 20]",LZ1,1
6.22,2.39,FalconX,Fast,Afternoon,S_7.4_3.4,"[1, -1, 0, 1, -1, 0, 1, -1, 0]","[12, 18, 23, 20, 19, 24, 18]",LZ2,1
8.5,1.35,AeroX,Fast,Morning,E_6.0_2.4,"[0, 0, -1, -1, -1, 0, 0, -1]","[16, 21, 18, 20, 15, 15, 19, 10, 21]",LZ1,1
9.01,0.54,SkyLift,Fast,Afternoon,W_0.9_3.9,"[1, -1, 1, 0, 0, 1, -1, 0]","[22, 23, 12, 18, 17]",LZ2,1
8.81,4.87,AeroX,Balanced,Evening,W_5.9_3.9,"[0, -1, -1, 1, 1, -1, 1, -1]","[12, 13, 24, 23, 16, 12]",LZ2,1
18.24,2.44,SkyLift,Cautious,Afternoon,E_1.6_4.7,"[1, 0, 1, 0, -1, 0, -1, 1, 1]","[14, 20, 18, 10, 22]",LZ3,1
14.57,4.86,FalconX,Cautious,Evening,E_9.8_0.7,"[1, -1, 1, -1, 0, 0, 1]","[21, 24, 14, 13, 16]",LZ1,1
12.55,1.13,NanoFly,Cautious,Evening,W_2.6_2.6,"[0, -1, 0, 1, 0, 1, 1, 0, 1]","[18, 12, 21, 13, 20, 11, 19, 15]",LZ3,1
6.88,3.14,NanoFly,Balanced,Afternoon,N_7.0_3.9,"[-1, -1, 0, 0, 0]","[16, 15, 23, 16, 24, 14, 21, 23, 20]",LZ3,1
16.65,1.4,NanoFly,Cautious,Evening,N_6.6_2.2,"[-1, 0, 1, 1, 0, 1, 1, 0, 0]","[19, 17, 23, 24, 23, 24, 10]",LZ1,1
19.15,4.06,AeroX,Fast,Evening,E_6.9_3.1,"[0, 1, 0, 0, 0, -1]","[11, 24, 19, 15, 15]",LZ4,0
16.6,4.03,NanoFly,Cautious,Morning,S_4.3_4.1,"[1, 0, 0, 0, -1, 0, -1, 0, 0]","[18, 14, 11, 16, 17, 24, 19, 19, 12]",LZ3,0
1.03,1.01,AeroX,Cautious,Afternoon,E_0.7_2.4,"[-1, 0, -1, 1, -1, 1, 0, -1]","[10, 10, 19, 22, 24, 15]",LZ1,1
13.09,4.6,NanoFly,Balanced,Afternoon,W_9.8_2.0,"[0, -1, 0, 1, -1, 0, 0]","[12, 19, 21, 10, 14, 22, 23, 10, 23]",LZ2,0
1.97,1.38,AeroX,Fast,Afternoon,E_1.9_0.9,"[-1, 0, 1, 0, 0, -1, 0, -1, -1]","[21, 18, 13, 10, 19, 14, 18, 24, 15]",LZ4,1
5.89,3.26,AeroX,Fast,Evening,N_7.7_4.1,"[0, -1, -1, -1, 1]","[18, 16, 24, 19, 10, 24, 15]",LZ4,1
2.13,4.94,SkyLift,Fast,Evening,E_1.4_4.0,"[-1, 0, 0, 1, 1, 0, -1]","[21, 14, 21, 14, 12]",LZ2,1
12.47,4.47,SkyLift,Cautious,Evening,N_2.8_3.7,"[-1, 1, 0, 1, 1, 1, -1]","[13, 14, 19, 16, 13, 17, 18]",LZ4,1
14.05,4.8,FalconX,Fast,Afternoon,S_5.6_2.0,"[1, -1, 0, -1, 0, -1]","[18, 24, 13, 22, 19, 11, 18, 19]",LZ2,1
3.18,2.04,SkyLift,Fast,Morning,S_4.1_2.9,"[0, -1, 1, 0, -1, 1, 1, 0]","[14, 19, 15, 19, 11]",LZ1,1
8.29,0.98,AeroX,Cautious,Afternoon,S_9.6_0.6,"[1, 1, 0, 1, -1, 1, 1, 0, 1]","[10, 24, 14, 21, 23, 11, 15, 18, 10]",LZ1,1
9.67,1.35,SkyLift,Balanced,Afternoon,E_8.5_1.6,"[-1, 0, 0, 0, 0, 0, 0]","[13, 10, 24, 15, 13, 13]",LZ1,1
8.01,2.75,SkyLift,Cautious,Afternoon,N_9.2_2.2,"[0, 1, -1, 0, 1, 1, -1, 0]","[15, 20, 20, 18, 17, 17, 22]",LZ4,1
3.3,4.07,SkyLift,Balanced,Morning,E_6.4_0.2,"[1, 0, 0, -1, 1, 1, 1, 0, 1]","[13, 16, 14, 10, 24]",LZ2,1
8.96,1.18,AeroX,Balanced,Afternoon,S_2.2_0.5,"[-1, -1, -1, 1, -1]","[16, 12, 24, 24, 18, 22, 13]",LZ3,1
15.27,3.47,AeroX,Fast,Morning,E_5.2_4.1,"[0, 0, 1, 1, 1, 1]","[24, 22, 21, 24, 21, 15]",LZ3,0
2.35,1.96,FalconX,Fast,Morning,N_7.7_4.9,"[-1, -1, -1, -1, -1, -1, 0, 1]","[18, 23, 10, 15, 14, 11, 15]",LZ4,1
2.52,2.04,SkyLift,Cautious,Afternoon,W_0.6_1.6,"[-1, 0, -1, -1, -1, 1, 1]","[18, 15, 12, 11, 24]",LZ2,1
7.74,3.48,SkyLift,Balanced,Afternoon,N_8.6_0.5,"[0, -1, 0, 0, 0, -1]","[19, 21, 21, 24, 15]",LZ3,1
18.89,2.6,AeroX,Cautious,Afternoon,S_6.3_4.7,"[1, -1, 1, 0, 0]","[11, 11, 18, 10, 17]",LZ4,1
13.7,4.15,FalconX,Fast,Evening,S_7.2_4.6,"[1, 0, 0, 0, 1, 1, -1, -1, 0]","[17, 16, 14, 18, 19, 11, 21]",LZ3,0
13.89,1.2,FalconX,Balanced,Morning,S_6.9_3.3,"[-1, 1, 1, 1, -1, 1]","[12, 20, 16, 22, 12]",LZ1,0
7.88,4.05,AeroX,Fast,Afternoon,E_8.5_1.7,"[0, 1, 1, -1, 1]","[15, 18, 23, 15, 11, 10, 14, 23, 11]",LZ1,1
12.28,0.79,SkyLift,Fast,Morning,N_0.9_0.6,"[-1, 1, 0, -1, -1]","[10, 13, 15, 14, 11]",LZ4,1
1.19,1.37,FalconX,Fast,Evening,E_3.8_4.7,"[-1, -1, -1, -1, -1, 1, 0, 0]","[16, 13, 21, 10, 24, 17, 19]",LZ3,1
13.09,3.45,FalconX,Balanced,Evening,S_5.0_4.6,"[-1, 0, 1, -1, 0, 0, 0, 0, 1]","[13, 20, 21, 10, 16, 12]",LZ4,0
18.35,4.35,SkyLift,Balanced,Afternoon,N_5.5_3.7,"[1, 1, -1, 1, -1]","[17, 19, 15, 16, 19, 14, 17, 22, 23]",LZ2,0
12.64,1.64,FalconX,Fast,Morning,W_9.4_4.7,"[0, 1, 1, -1, 0]","[11, 23, 10, 19, 20, 24, 24]",LZ4,1
17.6,1.97,SkyLift,Balanced,Evening,S_0.4_0.7,"[0, -1, -1, 1, 1, -1]","[20, 23, 14, 17, 12, 21, 20, 15]",LZ4,1
14.76,2.92,FalconX,Fast,Evening,N_8.7_0.5,"[-1, -1, -1, -1, 1, 1, -1]","[15, 22, 21, 16, 16]",LZ1,1
3.29,1.45,FalconX,Fast,Morning,N_5.5_1.0,"[1, 1, 0, 0, -1, -1, 1]","[18, 19, 12, 20, 24, 15, 17]",LZ3,1
18.15,4.15,AeroX,Fast,Evening,S_5.5_1.1,"[-1, 0, -1, -1, 0, 1, 0, -1, 0]","[23, 19, 10, 16, 15, 23]",LZ3,0
2.26,3.98,FalconX,Balanced,Morning,W_3.2_4.1,"[-1, -1, -1, 1, -1, -1, 1]","[20, 14, 20, 21, 23, 11, 17, 17]",LZ2,1
11.15,1.15,SkyLift,Cautious,Afternoon,N_6.4_4.6,"[1, 1, 0, 1, 0]","[24, 20, 24, 11, 21]",LZ4,1
3.7,2.59,FalconX,Cautious,Morning,N_6.5_1.1,"[0, 1, -1, 1, 0, -1]","[22, 16, 24, 22, 19, 12, 19, 21, 13]",LZ1,1
1.22,3.99,AeroX,Balanced,Afternoon,W_1.9_2.3,"[-1, -1, 0, 0, -1]","[22, 24, 13, 24, 16, 24, 23]",LZ4,1
9.02,2.02,FalconX,Balanced,Morning,S_6.8_2.3,"[0, 0, 0, 0, 0]","[15, 18, 14, 19, 11, 10, 23, 24, 16]",LZ1,1
6.61,3.35,NanoFly,Fast,Evening,N_2.7_0.9,"[0, -1, 1, 0, 0, 0, 0]","[10, 11, 15, 17, 19, 17, 17]",LZ2,1
10.23,0.73,SkyLift,Fast,Afternoon,S_6.9_4.3,"[-1, 1, -1, 0, 0, 1, 1, 0, -1]","[23, 12, 20, 14, 21, 24]",LZ4,1
11.97,3.24,NanoFly,Cautious,Morning,E_6.1_2.6,"[1, -1, 1, -1, 0, -1, 1, 0]","[11, 21, 21, 15, 18, 12, 21, 18]",LZ2,1
1.83,1.19,AeroX,Fast,Afternoon,E_7.2_2.8,"[-1, 1, 1, -1, 0, 0, 1]","[14, 17, 22, 22, 23, 21, 17, 12, 24]",LZ1,1
3.34,4.24,NanoFly,Cautious,Morning,W_0.2_1.3,"[1, 0, -1, 1, 1]","[17, 15, 23, 11, 24, 11]",LZ2,1
11.61,2.1,FalconX,Cautious,Morning,S_1.3_2.8,"[1, 0, -1, 1, 0, 0, 0, 1, 1]","[10, 14, 18, 21, 15]",LZ2,1
7.52,1.77,SkyLift,Balanced,Afternoon,N_8.4_4.0,"[-1, -1, -1, -1, 0, -1, 0, 1, -1]","[12, 18, 22, 17, 17, 24, 12]",LZ3,1
14.85,4.28,NanoFly,Balanced,Afternoon,W_3.8_1.5,"[0, 1, -1, -1, 1, -1, 1, -1]","[15, 21, 10, 23, 15, 10]",LZ2,0
13.39,0.73,FalconX,Balanced,Afternoon,E_8.4_0.6,"[0, 1, 1, 0, 0, 0]","[13, 13, 18, 13, 11]",LZ1,1
17.07,2.28,NanoFly,Cautious,Evening,S_0.6_2.9,"[0, 0, -1, -1, -1]","[14, 16, 21, 19, 11, 18, 14]",LZ1,1
14.16,2.17,FalconX,Balanced,Morning,W_7.7_3.2,"[-1, -1, 0, 1, 0]","[21, 21, 10, 11, 22, 12, 17]",LZ2,0
9.17,1.78,FalconX,Cautious,Morning,W_0.8_1.0,"[-1, -1, -1, -1, -1, 0, 0, 1, 0]","[12, 17, 12, 17, 14, 23]",LZ3,1
13.79,4.6,NanoFly,Balanced,Afternoon,S_4.7_1.2,"[-1, 1, -1, 1, 1, -1, 0, 0, 0]","[22, 18, 16, 18, 15, 18]",LZ3,0
6.23,3.88,AeroX,Cautious,Morning,N_9.4_0.8,"[1, 1, -1, -1, 0, -1]","[11, 13, 13, 18, 10, 17, 21]",LZ2,1
6.82,0.79,SkyLift,Fast,Morning,N_0.8_4.6,"[-1, 0, -1, -1, 1, -1, 0]","[24, 23, 18, 15, 15]",LZ3,1
15.99,3.72,AeroX,Fast,Morning,N_3.5_1.1,"[1, 1, 1, 0, 1, 1, 0, 0, 0]","[15, 18, 20, 24, 10]",LZ1,1
9.48,2.87,NanoFly,Cautious,Afternoon,S_5.2_0.1,"[-1, 1, 0, 1, -1, -1]","[11, 24, 14, 21, 16, 11, 21, 10]",LZ1,1
16.17,4.55,FalconX,Cautious,Morning,E_9.0_4.2,"[0, 1, 1, -1, -1, -1, 0, 0]","[18, 24, 17, 24, 22, 13, 23, 13]",LZ3,1
16.63,1.91,NanoFly,Fast,Morning,W_3.3_4.0,"[1, 0, 1, -1, 0, -1, 0, 1, -1]","[16, 12, 19, 14, 16, 24, 13, 18, 19]",LZ4,1
17.29,3.08,FalconX,Cautious,Evening,S_8.1_2.3,"[1, 0, 1, 1, 0, -1, 1]","[16, 21, 12, 17, 19, 11, 15, 13, 14]",LZ1,0
18.42,2.75,FalconX,Cautious,Evening,N_7.2_4.0,"[-1, 0, 0, 0, -1, -1]","[23, 22, 13, 19, 11, 11]",LZ4,0
9.19,2.7,AeroX,Fast,Afternoon,N_3.1_2.2,"[1, 1, 1, 1, -1, 0, 1]","[24, 20, 13, 24, 13]",LZ3,1
7.06,2.55,AeroX,Cautious,Morning,W_3.4_1.1,"[0, 0, 0, 0, 0, 0]","[19, 22, 15, 18, 17]",LZ1,1
12.06,1.43,NanoFly,Balanced,Morning,W_1.9_2.1,"[-1, -1, -1, 0, 1, 1]","[23, 18, 20, 10, 16, 10]",LZ4,1
8.05,3.9,SkyLift,Fast,Evening,W_6.9_2.4,"[0, 1, 1, 0, 0, -1, 0, -1, 0]","[11, 21, 12, 12, 13, 15]",LZ2,1
12.42,2.53,AeroX,Balanced,Afternoon,W_5.6_0.0,"[1, 0, -1, 0, -1, 1]","[16, 13, 19, 24, 20, 18, 11, 10]",LZ3,1
14.41,4.81,FalconX,Cautious,Afternoon,W_1.5_0.6,"[-1, -1, 1, 0, 0, 0, 0]","[16, 16, 11, 17, 14, 10, 12, 19, 15]",LZ4,1
14.08,1.67,NanoFly,Cautious,Morning,S_6.2_4.4,"[-1, -1, 0, 1, 1, 0]","[22, 13, 20, 11, 17, 17, 13]",LZ4,1
8.12,3.57,NanoFly,Balanced,Evening,N_5.0_2.0,"[1, 0, -1, -1, 0, 0, -1, -1, -1]","[17, 11, 23, 13, 14, 14, 12]",LZ3,1
4.17,4.73,SkyLift,Cautious,Evening,N_0.9_1.7,"[-1, -1, 1, 0, -1, 0]","[19, 12, 12, 10, 12]",LZ4,1
9.18,3.49,NanoFly,Cautious,Evening,S_9.5_4.4,"[1, -1, 0, 1, 0, 1, 0, -1]","[21, 22, 18, 23, 16, 22, 13, 13]",LZ3,1
3.71,4.42,AeroX,Balanced,Morning,E_8.3_0.8,"[1, 0, 0, -1, 0]","[20, 14, 19, 22, 13, 13, 16, 17, 17]",LZ4,1
17.91,4.22,FalconX,Cautious,Morning,N_0.7_1.1,"[-1, 1, -1, -1, -1, 0, 0, -1]","[19, 10, 12, 14, 17, 20, 11, 14]",LZ4,1
7.57,2.12,NanoFly,Fast,Morning,E_9.3_4.1,"[-1, 0, 0, 1, 1, -1, -1, 1]","[15, 13, 13, 15, 17]",LZ4,1
3.93,3.2,NanoFly,Balanced,Evening,E_9.2_1.4,"[1, 1, 1, 0, -1]","[16, 24, 22, 24, 11, 13]",LZ3,1
1.48,1.2,FalconX,Balanced,Afternoon,E_0.4_3.2,"[0, 0, -1, 1, -1, 1, 1]","[16, 14, 12, 18, 18]",LZ2,1
13.27,2.91,NanoFly,Balanced,Morning,E_2.0_3.7,"[1, 0, 1, -1, 1, 0]","[19, 20, 14, 13, 13, 24]",LZ2,1
13.1,1.54,NanoFly,Balanced,Morning,N_7.0_1.1,"[0, 0, 0, -1, 1, -1]","[17, 21, 16, 16, 10, 24]",LZ1,1
7.47,3.85,SkyLift,Fast,Afternoon,N_9.3_1.3,"[-1, 1, -1, 0, 1]","[14, 17, 24, 22, 16]",LZ1,1
2.36,2.88,AeroX,Balanced,Afternoon,S_8.2_2.6,"[-1, 1, 1, 0, 0]","[14, 21, 16, 12, 18]",LZ1,1
8.78,2.35,NanoFly,Balanced,Evening,N_2.8_4.0,"[0, 0, -1, 0, -1, 0, -1]","[23, 14, 18, 20, 11, 24]",LZ1,1
6.91,1.71,AeroX,Cautious,Morning,S_0.3_2.8,"[0, -1, 1, 0, 0, 1]","[13, 15, 15, 13, 21, 16, 24, 19]",LZ1,1
13.87,4.99,SkyLift,Balanced,Evening,E_4.7_0.3,"[0, -1, 0, -1, -1]","[14, 23, 20, 11, 19, 13, 17]",LZ1,1
12.51,0.82,AeroX,Cautious,Morning,S_0.9_1.8,"[-1, 0, 1, 1, -1, -1, 0]","[22, 20, 16, 22, 22, 18, 10, 15]",LZ3,1
7.93,0.7,SkyLift,Balanced,Evening,S_2.5_1.7,"[1, 1, -1, 0, 0, 1, -1]","[23, 12, 21, 20, 10]",LZ3,1
